Year,Age,Gender_num,qx,Gender,GDP_Per_Capita,Inflation_Rate,Healthcare_GDP_Pct,PM25_Exposure,Alcohol_Per_Capita,Unemp_Rate
2013,104,0,0.47345,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.6
2014,104,0,0.47248,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,9.4
2015,104,0,0.49219,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,8.4
2016,104,0,0.47798,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.8
2017,104,0,0.48917,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.9
2018,104,0,0.48529,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,5.6
2019,104,0,0.46924,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5.7
2020,104,0,0.48578,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,8
2021,104,0,0.49408,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,6.9
2022,104,0,0.51396,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,5.7
2023,104,0,0.46973,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.6
2024,104,0,0.45924,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,6.8
2000,105,0,0.48118,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,14.3
2001,105,0,0.47832,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.9
2002,105,0,0.488,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,13
2003,105,0,0.4841,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12.2
2004,105,0,0.47709,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,11.4
2005,105,0,0.50169,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.6
2006,105,0,0.49422,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.7
2007,105,0,0.49572,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4.4
2008,105,0,0.49722,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5.7
2009,105,0,0.49205,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,10.7
2010,105,0,0.50779,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,14.7
2011,105,0,0.48704,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,13.2
2012,105,0,0.50108,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.8
2013,105,0,0.49182,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.6
2014,105,0,0.49125,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,9.4
2015,105,0,0.51031,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,8.4
2016,105,0,0.49671,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.8
2017,105,0,0.50765,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.9
2018,105,0,0.50409,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,5.6
2019,105,0,0.48875,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5.7
2020,105,0,0.5043,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,8
2021,105,0,0.51158,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,6.9
2022,105,0,0.53159,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,5.7
2023,105,0,0.48982,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.6
2024,105,0,0.47958,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,6.8
2000,106,0,0.49776,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,14.3
2001,106,0,0.49486,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.9
2002,106,0,0.50452,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,13
2003,106,0,0.5009,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12.2
2004,106,0,0.49396,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,11.4
2005,106,0,0.51791,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.6
2006,106,0,0.51062,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.7
2007,106,0,0.51235,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4.4
2008,106,0,0.51393,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5.7
2009,106,0,0.50908,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,10.7
2010,106,0,0.5243,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,14.7
2011,106,0,0.5044,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,13.2
2012,106,0,0.51817,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.8
2013,106,0,0.50902,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.6
2014,106,0,0.5088,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,9.4
2015,106,0,0.52708,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,8.4
2016,106,0,0.51417,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.8
2017,106,0,0.52475,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.9
2018,106,0,0.52152,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,5.6
2019,106,0,0.507,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5.7
2020,106,0,0.5215,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,8
2021,106,0,0.5278,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,6.9
2022,106,0,0.54766,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,5.7
2023,106,0,0.50855,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.6
2024,106,0,0.49866,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,6.8
2000,107,0,0.51334,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,14.3
2001,107,0,0.51043,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.9
2002,107,0,0.51996,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,13
2003,107,0,0.51663,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12.2
2004,107,0,0.50982,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,11.4
2005,107,0,0.53297,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.6
2006,107,0,0.5259,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.7
2007,107,0,0.52781,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4.4
2008,107,0,0.52944,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5.7
2009,107,0,0.52493,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,10.7
2010,107,0,0.53953,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,14.7
2011,107,0,0.52058,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,13.2
2012,107,0,0.53395,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.8
2013,107,0,0.52501,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.6
2014,107,0,0.52511,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,9.4
2015,107,0,0.54249,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,8.4
2016,107,0,0.53032,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.8
2017,107,0,0.54048,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.9
2018,107,0,0.53756,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,5.6
2019,107,0,0.52392,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5.7
2020,107,0,0.53734,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,8
2021,107,0,0.54274,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,6.9
2022,107,0,0.56219,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,5.7
2023,107,0,0.52586,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.6
2024,107,0,0.5164,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,6.8
2000,108,0,0.52788,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,14.3
2001,108,0,0.52498,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.9
2002,108,0,0.53432,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,13
2003,108,0,0.53127,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12.2
2004,108,0,0.52465,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,11.4
2005,108,0,0.54685,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.6
2006,108,0,0.54005,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.7
2007,108,0,0.54209,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4.4
2008,108,0,0.54376,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5.7
2009,108,0,0.53959,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,10.7
2010,108,0,0.55348,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,14.7
2011,108,0,0.53557,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,13.2
2012,108,0,0.54845,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.8
2013,108,0,0.53979,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.6
2014,108,0,0.54015,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,9.4
2015,108,0,0.55655,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,8.4
2016,108,0,0.54517,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.8
2017,108,0,0.55483,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.9
2018,108,0,0.55221,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,5.6
2019,108,0,0.53949,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5.7
2020,108,0,0.55183,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,8
2021,108,0,0.55641,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,6.9
2022,108,0,0.57524,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,5.7
2023,108,0,0.54175,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.6
2024,108,0,0.53277,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,6.8
2000,109,0,0.54137,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,14.3
2001,109,0,0.53853,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.9
2002,109,0,0.5476,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,13
2003,109,0,0.54482,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12.2
2004,109,0,0.53842,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,11.4
2005,109,0,0.55958,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.6
2006,109,0,0.55309,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.7
2007,109,0,0.55522,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4.4
2008,109,0,0.55689,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5.7
2009,109,0,0.55305,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,10.7
2010,109,0,0.56618,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,14.7
2011,109,0,0.54936,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,13.2
2012,109,0,0.56167,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.8
2013,109,0,0.55336,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.6
2014,109,0,0.55394,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,9.4
2015,109,0,0.56931,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,8.4
2016,109,0,0.55873,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.8
2017,109,0,0.56785,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.9
2018,109,0,0.56552,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,5.6
2019,109,0,0.55373000000000006,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5.7
2020,109,0,0.565,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,8
2021,109,0,0.56884,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,6.9
2022,109,0,0.58689,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,5.7
2023,109,0,0.55622,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.6
2024,109,0,0.54777,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,6.8
2000,110,0,1,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,14.3
2001,110,0,1,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.9
2002,110,0,1,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,13
2003,110,0,1,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12.2
2004,110,0,1,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,11.4
2005,110,0,1,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.6
2006,110,0,1,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.7
2007,110,0,1,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4.4
2008,110,0,1,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5.7
2009,110,0,1,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,10.7
2010,110,0,1,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,14.7
2011,110,0,1,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,13.2
2012,110,0,1,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.8
2013,110,0,1,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.6
2014,110,0,1,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,9.4
2015,110,0,1,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,8.4
2016,110,0,1,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.8
2017,110,0,1,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.9
2018,110,0,1,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,5.6
2019,110,0,1,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5.7
2020,110,0,1,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,8
2021,110,0,1,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,6.9
2022,110,0,1,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,5.7
2023,110,0,1,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.6
2024,110,0,1,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,6.8
2000,0,1,0.00812,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,0,1,0.00947,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,0,1,0.00862,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,0,1,0.00784,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,0,1,0.00861,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,0,1,0.00802,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,0,1,0.00785,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,0,1,0.0064,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,0,1,0.00596,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,0,1,0.00665,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,0,1,0.00523,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,0,1,0.00505,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,0,1,0.00447,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,0,1,0.00433,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,0,1,0.0035,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,0,1,0.00492,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,0,1,0.00443,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,0,1,0.00303,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,0,1,0.00388,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,0,1,0.0041,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,0,1,0.0032,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,0,1,0.0037,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,0,1,0.00317,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,0,1,0.00299,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,0,1,0.00277,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,1,1,0.00128,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,1,1,8.4e-4,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,1,1,5.5e-4,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,1,1,6.6e-4,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,1,1,8e-4,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,1,1,0.00106,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,1,1,4.8e-4,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,1,1,8.3e-4,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,1,1,7.5e-4,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,1,1,3.3e-4,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,1,1,5.6e-4,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,1,1,6.8e-4,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,1,1,3.8e-4,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,1,1,4e-4,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,1,1,5.3e-4,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,1,1,4e-4,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,1,1,4.6e-4,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,1,1,2.6e-4,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,1,1,2.7e-4,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,1,1,2.1e-4,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,1,1,1.5e-4,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,1,1,2.4e-4,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,1,1,2.4e-4,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,1,1,2.5e-4,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,1,1,2.7e-4,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,2,1,9e-4,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,2,1,7.5e-4,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,2,1,9e-4,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,2,1,6.1e-4,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,2,1,7.3e-4,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,2,1,2.7e-4,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,2,1,4.7e-4,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,2,1,1.4e-4,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,2,1,5.5e-4,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,2,1,4.8e-4,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,2,1,4e-4,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,2,1,2.5e-4,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,2,1,2.5e-4,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,2,1,2.6e-4,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,2,1,5.3e-4,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,2,1,1.3e-4,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,2,1,2.7e-4,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,2,1,1.3e-4,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,2,1,3.2e-4,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,2,1,0,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,2,1,1.4e-4,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,2,1,2.2e-4,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,2,1,8e-5,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,2,1,1.6e-4,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,2,1,1.7e-4,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,3,1,3.6e-4,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,3,1,8e-4,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,3,1,4.3e-4,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,3,1,5.7e-4,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,3,1,3.1e-4,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,3,1,6.7e-4,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,3,1,2.7e-4,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,3,1,2.7e-4,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,3,1,4.2e-4,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,3,1,3.5e-4,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,3,1,7e-5,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,3,1,3.4e-4,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,3,1,6e-5,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,3,1,1.3e-4,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,3,1,2.6e-4,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,3,1,2e-4,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,3,1,1.3e-4,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,3,1,3.4e-4,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,3,1,2e-4,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,3,1,7e-5,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,3,1,7e-5,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,3,1,7e-5,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,3,1,7e-5,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,3,1,2.3e-4,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,3,1,2.3e-4,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,4,1,7.5e-4,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
